Aachener Straße,StreetError
Onkel-Bräsig-Straße_55_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_60_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_58_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_56_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_62_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_61_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_64_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_63_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_57_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_59_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_66_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_69_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_67_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_68_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_65_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_70_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_71_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_72_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_73_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_74_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_80_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_82_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_84_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_81_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_79_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_83_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_85_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_86_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_87_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_88_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_90_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_89_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_92_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_94_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_91_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_93_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_97_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_98_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_96_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_95_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_100_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_99_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_104_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_102_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_103_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_106_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_107_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_110_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_111_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_108_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_112_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_114_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_115_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_118_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_116_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_119_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_124_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_127_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_122_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_120_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_128_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_123_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_126_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_131_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_130_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_132_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_134_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_140_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_139_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_136_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_143_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_142_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_138_12359,ZeroSchoolsError
Onkel-Herse-Straße_2_12359,ZeroSchoolsError
Onkel-Bräsig-Straße_135_12359,ZeroSchoolsError
Onkel-Herse-Straße_3_12359,ZeroSchoolsError
Onkel-Herse-Straße_4_12359,ZeroSchoolsError
Onkel-Herse-Straße_10_12359,ZeroSchoolsError
Onkel-Herse-Straße_8_12359,ZeroSchoolsError
Onkel-Herse-Straße_7_12359,ZeroSchoolsError
Onkel-Herse-Straße_9_12359,ZeroSchoolsError
Onkel-Herse-Straße_6_12359,ZeroSchoolsError
Onkel-Herse-Straße_5_12359,ZeroSchoolsError
Onkel-Herse-Straße_11_12359,ZeroSchoolsError
Onkel-Herse-Straße_12_12359,ZeroSchoolsError
Onkel-Herse-Straße_13_12359,ZeroSchoolsError
Onkel-Herse-Straße_15_12359,ZeroSchoolsError
Onkel-Herse-Straße_24_12359,ZeroSchoolsError
Onkel-Herse-Straße_19_12359,ZeroSchoolsError
Onkel-Herse-Straße_17_12359,ZeroSchoolsError
Onkel-Herse-Straße_23_12359,ZeroSchoolsError
Onkel-Herse-Straße_21_12359,ZeroSchoolsError
Onkel-Herse-Straße_22_12359,ZeroSchoolsError
Onkel-Herse-Straße_26_12359,ZeroSchoolsError
Onkel-Herse-Straße_25_12359,ZeroSchoolsError
Onkel-Herse-Straße_27_12359,ZeroSchoolsError
Onkel-Herse-Straße_28_12359,ZeroSchoolsError
Onkel-Herse-Straße_30_12359,ZeroSchoolsError
Onkel-Herse-Straße_29_12359,ZeroSchoolsError
Onkel-Herse-Straße_35_12359,ZeroSchoolsError
Onkel-Herse-Straße_31_12359,ZeroSchoolsError
Onkel-Herse-Straße_32_12359,ZeroSchoolsError
Onkel-Herse-Straße_33_12359,ZeroSchoolsError
Onkel-Herse-Straße_34_12359,ZeroSchoolsError
Onkel-Herse-Straße_36_12359,ZeroSchoolsError
Onkel-Herse-Straße_37_12359,ZeroSchoolsError
Onkel-Herse-Straße_38_12359,ZeroSchoolsError
Onkel-Herse-Straße_39_12359,ZeroSchoolsError
Onkel-Herse-Straße_40_12359,ZeroSchoolsError
Onkel-Herse-Straße_41_12359,ZeroSchoolsError
Onkel-Herse-Straße_42_12359,ZeroSchoolsError
Onkel-Herse-Straße_49_12359,ZeroSchoolsError
Onkel-Herse-Straße_48_12359,ZeroSchoolsError
Onkel-Herse-Straße_46_12359,ZeroSchoolsError
Onkel-Herse-Straße_44_12359,ZeroSchoolsError
Onkel-Herse-Straße_50_12359,ZeroSchoolsError
Onkel-Herse-Straße_47_12359,ZeroSchoolsError
Onkel-Herse-Straße_51_12359,ZeroSchoolsError
Onkel-Herse-Straße_52_12359,ZeroSchoolsError
Onkel-Herse-Straße_53_12359,ZeroSchoolsError
Onkel-Herse-Straße_54_12359,ZeroSchoolsError
Onkel-Herse-Straße_55_12359,ZeroSchoolsError
Onkel-Herse-Straße_56_12359,ZeroSchoolsError
Onkel-Herse-Straße_57_12359,ZeroSchoolsError
Oranienburger Straße_62_13437,StreetNoError
Oranienstraße_165_10999,StreetNoError
Orchideenweg_3_12357,StreetNoError
Ortolanweg_119_12359,StreetNoError
Ortolanweg_121_12359,StreetNoError
Osianderweg_34_13509,StreetNoError
Osianderweg_32_13509,StreetNoError
Osloer Straße_18_13359,StreetNoError
Osloer Straße_19_13359,StreetNoError
Osloer Straße_121_13359,StreetNoError
Osloer Straße_120_13359,StreetNoError
Ostburger Weg_73_12355,StreetNoError
Ostpreußendamm_120_12207,StreetNoError
Ostpreußendamm_129_12207,StreetNoError
Ostpreußendamm_169_12207,StreetNoError
Oswinsteig_29_13467,StreetNoError
Pätzer Straße_1_12359,ZeroSchoolsError
Pätzer Straße_3_12359,ZeroSchoolsError
Pätzer Straße_4_12359,ZeroSchoolsError
Pätzer Straße_5_12359,ZeroSchoolsError
Pätzer Straße_2_12359,ZeroSchoolsError
Pätzer Straße_6_12359,ZeroSchoolsError
Pätzer Straße_7_12359,ZeroSchoolsError
Pätzer Straße_9_12359,ZeroSchoolsError
Pätzer Straße_13_12359,ZeroSchoolsError
Pätzer Straße_11_12359,ZeroSchoolsError
Pätzer Straße_15_12359,ZeroSchoolsError
Pätzer Straße_17_12359,ZeroSchoolsError
Pannierstraße_4_12047,ZeroSchoolsError
Pannierstraße_5_12047,ZeroSchoolsError
Pannierstraße_6_12047,ZeroSchoolsError
Pannierstraße_8_12047,ZeroSchoolsError
Pannierstraße_10_12047,ZeroSchoolsError
Pannierstraße_7_12047,ZeroSchoolsError
Pannierstraße_11_12047,ZeroSchoolsError
Pannierstraße_13_12047,ZeroSchoolsError
Pannierstraße_9_12047,ZeroSchoolsError
Pannierstraße_12_12047,ZeroSchoolsError
Pannierstraße_14_12047,ZeroSchoolsError
Pannierstraße_15_12047,ZeroSchoolsError
Pannierstraße_17_12047,ZeroSchoolsError
Pannierstraße_18_12047,ZeroSchoolsError
Pannierstraße_19_12047,ZeroSchoolsError
Pannierstraße_20_12047,ZeroSchoolsError
Pannierstraße_21_12047,ZeroSchoolsError
Pannierstraße_22_12047,ZeroSchoolsError
Pannierstraße_16_12047,ZeroSchoolsError
Pannierstraße_23_12047,ZeroSchoolsError
Pannierstraße_24_12047,ZeroSchoolsError
Pannierstraße_25_12047,ZeroSchoolsError
Pannierstraße_26_12047,ZeroSchoolsError
Pannierstraße_27_12047,ZeroSchoolsError
Pannierstraße_28_12047,ZeroSchoolsError
Pannierstraße_29_12047,ZeroSchoolsError
Pannierstraße_30_12047,ZeroSchoolsError
Pannierstraße_31_12047,ZeroSchoolsError
Pannierstraße_32_12047,ZeroSchoolsError
Pannierstraße_33_12047,ZeroSchoolsError
Pannierstraße_37_12047,ZeroSchoolsError
Pannierstraße_34_12047,ZeroSchoolsError
Pannierstraße_39_12047,ZeroSchoolsError
Pannierstraße_40_12047,ZeroSchoolsError
Pannierstraße_41_12047,ZeroSchoolsError
Pannierstraße_42_12047,ZeroSchoolsError
Pannierstraße_44_12047,ZeroSchoolsError
Pannierstraße_43_12047,ZeroSchoolsError
Pannierstraße_45_12047,ZeroSchoolsError
Pannierstraße_53_12047,ZeroSchoolsError
Pannierstraße_54_12047,ZeroSchoolsError
Pannierstraße_55_12047,ZeroSchoolsError
Pannierstraße_56_12047,ZeroSchoolsError
Pannierstraße_57_12047,ZeroSchoolsError
Pannierstraße_58_12047,ZeroSchoolsError
Pannierstraße_59_12047,ZeroSchoolsError
Pannierstraße_60_12047,ZeroSchoolsError
Pannwitzstraße_110_13403,StreetNoError
Papierstraße_9_13409,StreetNoError
Parchimer Allee_32_12359,ZeroSchoolsError
Parchimer Allee_34_12359,ZeroSchoolsError
Parchimer Allee_35_12359,ZeroSchoolsError
Parchimer Allee_36_12359,ZeroSchoolsError
Parchimer Allee_33_12359,ZeroSchoolsError
Parchimer Allee_39_12359,ZeroSchoolsError
Parchimer Allee_40_12359,ZeroSchoolsError
Parchimer Allee_37_12359,ZeroSchoolsError
Parchimer Allee_41_12359,ZeroSchoolsError
Parchimer Allee_43_12359,ZeroSchoolsError
Parchimer Allee_45_12359,ZeroSchoolsError
Parchimer Allee_47_12359,ZeroSchoolsError
Parchimer Allee_49_12359,ZeroSchoolsError
Parchimer Allee_48_12359,ZeroSchoolsError
Parchimer Allee_50_12359,ZeroSchoolsError
Parchimer Allee_51_12359,ZeroSchoolsError
Parchimer Allee_53_12359,ZeroSchoolsError
Parchimer Allee_55_12359,ZeroSchoolsError
Parchimer Allee_57_12359,ZeroSchoolsError
Parchimer Allee_52_12359,ZeroSchoolsError
Parchimer Allee_58_12359,ZeroSchoolsError
Parchimer Allee_59_12359,ZeroSchoolsError
Parchimer Allee_60_12359,ZeroSchoolsError
Parchimer Allee_63_12359,ZeroSchoolsError
Parchimer Allee_62_12359,ZeroSchoolsError
Parchimer Allee_67_12359,ZeroSchoolsError
Parchimer Allee_70_12359,ZeroSchoolsError
Parchimer Allee_68_12359,ZeroSchoolsError
Parchimer Allee_66_12359,ZeroSchoolsError
Parchimer Allee_69_12359,ZeroSchoolsError
Parchimer Allee_72_12359,ZeroSchoolsError
Parchimer Allee_74_12359,ZeroSchoolsError
Parchimer Allee_73_12359,ZeroSchoolsError
Parchimer Allee_75_12359,ZeroSchoolsError
Parchimer Allee_76_12359,ZeroSchoolsError
Parchimer Allee_77_12359,ZeroSchoolsError
Parchimer Allee_78_12359,ZeroSchoolsError
Parchimer Allee_80_12359,ZeroSchoolsError
Parchimer Allee_79_12359,ZeroSchoolsError
Parchimer Allee_81_12359,ZeroSchoolsError
Parchimer Allee_82_12359,ZeroSchoolsError
Parchimer Allee_84_12359,ZeroSchoolsError
Parchimer Allee_83_12359,ZeroSchoolsError
Parchimer Allee_86_12359,ZeroSchoolsError
Parchimer Allee_85_12359,ZeroSchoolsError
Parchimer Allee_88_12359,ZeroSchoolsError
Parchimer Allee_89_12359,ZeroSchoolsError
Parchimer Allee_87_12359,ZeroSchoolsError
Parchimer Allee_91_12359,ZeroSchoolsError
Parchimer Allee_90_12359,ZeroSchoolsError
Parchimer Allee_92_12359,ZeroSchoolsError
Parchimer Allee_94_12359,ZeroSchoolsError
Parchimer Allee_95_12359,ZeroSchoolsError
Parchimer Allee_97_12359,ZeroSchoolsError
Parchimer Allee_96_12359,ZeroSchoolsError
Parchimer Allee_98_12359,ZeroSchoolsError
Parchimer Allee_99_12359,ZeroSchoolsError
Parchimer Allee_100_12359,ZeroSchoolsError
Parchimer Allee_104_12359,ZeroSchoolsError
Parchimer Allee_101_12359,ZeroSchoolsError
Parchimer Allee_102_12359,ZeroSchoolsError
Parchimer Allee_109_12359,ZeroSchoolsError
Parchimer Allee_111_12359,ZeroSchoolsError
Parkstraße_3_13467,StreetNoError
Parkstraße_1_12103,StreetNoError
Pasinger Straße_1_12309,StreetNoError
Pasinger Straße_18_12309,StreetNoError
Paster-Behrens-Straße_1_12359,ZeroSchoolsError
Paster-Behrens-Straße_2_12359,ZeroSchoolsError
Paster-Behrens-Straße_6_12359,ZeroSchoolsError
Paster-Behrens-Straße_7_12359,ZeroSchoolsError
Paster-Behrens-Straße_3_12359,ZeroSchoolsError
Paster-Behrens-Straße_5_12359,ZeroSchoolsError
Paster-Behrens-Straße_4_12359,ZeroSchoolsError
Paster-Behrens-Straße_9_12359,ZeroSchoolsError
Paster-Behrens-Straße_8_12359,ZeroSchoolsError
Paster-Behrens-Straße_10_12359,ZeroSchoolsError
Paster-Behrens-Straße_13_12359,ZeroSchoolsError
Paster-Behrens-Straße_17_12359,ZeroSchoolsError
Paster-Behrens-Straße_14_12359,ZeroSchoolsError
Paster-Behrens-Straße_15_12359,ZeroSchoolsError
Paster-Behrens-Straße_16_12359,ZeroSchoolsError
Paster-Behrens-Straße_18_12359,ZeroSchoolsError
Paster-Behrens-Straße_12_12359,ZeroSchoolsError
Paster-Behrens-Straße_11_12359,ZeroSchoolsError
Paster-Behrens-Straße_19_12359,ZeroSchoolsError
Paster-Behrens-Straße_21_12359,ZeroSchoolsError
Paster-Behrens-Straße_23_12359,ZeroSchoolsError
Paster-Behrens-Straße_20_12359,ZeroSchoolsError
Paster-Behrens-Straße_24_12359,ZeroSchoolsError
Paster-Behrens-Straße_25_12359,ZeroSchoolsError
Paster-Behrens-Straße_27_12359,ZeroSchoolsError
Paster-Behrens-Straße_26_12359,ZeroSchoolsError
Paster-Behrens-Straße_29_12359,ZeroSchoolsError
Paster-Behrens-Straße_28_12359,ZeroSchoolsError
Paster-Behrens-Straße_22_12359,ZeroSchoolsError
Paster-Behrens-Straße_31_12359,ZeroSchoolsError
Paster-Behrens-Straße_30_12359,ZeroSchoolsError
Paster-Behrens-Straße_32_12359,ZeroSchoolsError
Paster-Behrens-Straße_34_12359,ZeroSchoolsError
Paster-Behrens-Straße_36_12359,ZeroSchoolsError
Paster-Behrens-Straße_33_12359,ZeroSchoolsError
Paster-Behrens-Straße_37_12359,ZeroSchoolsError
Paster-Behrens-Straße_39_12359,ZeroSchoolsError
Paster-Behrens-Straße_38_12359,ZeroSchoolsError
Paster-Behrens-Straße_35_12359,ZeroSchoolsError
Paster-Behrens-Straße_40_12359,ZeroSchoolsError
Paster-Behrens-Straße_42_12359,ZeroSchoolsError
Paster-Behrens-Straße_44_12359,ZeroSchoolsError
Paster-Behrens-Straße_41_12359,ZeroSchoolsError
Paster-Behrens-Straße_46_12359,ZeroSchoolsError
Paster-Behrens-Straße_45_12359,ZeroSchoolsError
Paster-Behrens-Straße_48_12359,ZeroSchoolsError
Paster-Behrens-Straße_43_12359,ZeroSchoolsError
Pestalozzistraße_92_10625,StreetNoError
Petersallee_30_13351,StreetNoError
Petersallee_32_13351,StreetNoError
Petrusweg_1_12355,ZeroSchoolsError
Petrusweg_3_12355,ZeroSchoolsError
Petrusweg_2_12355,ZeroSchoolsError
Petrusweg_4_12355,ZeroSchoolsError
Petrusweg_5_12355,ZeroSchoolsError
Petrusweg_7_12355,ZeroSchoolsError
Petrusweg_6_12355,ZeroSchoolsError
Petrusweg_8_12355,ZeroSchoolsError
Petunienweg_96_12357,StreetNoError
Pfarrlandstraße_1_14165,StreetNoError
Pflügerstraße_13_12047,ZeroSchoolsError
Pflügerstraße_16_12047,ZeroSchoolsError
Pflügerstraße_17_12047,ZeroSchoolsError
Pflügerstraße_19_12047,ZeroSchoolsError
Pflügerstraße_15_12047,ZeroSchoolsError
Pflügerstraße_14_12047,ZeroSchoolsError
Pflügerstraße_18_12047,ZeroSchoolsError
Pflügerstraße_20_12047,ZeroSchoolsError
Pflügerstraße_21_12047,ZeroSchoolsError
Pflügerstraße_23_12047,ZeroSchoolsError
Pflügerstraße_22_12047,ZeroSchoolsError
Pflügerstraße_24_12047,ZeroSchoolsError
Pflügerstraße_25_12047,ZeroSchoolsError
Pflügerstraße_52_12047,ZeroSchoolsError
Pflügerstraße_54_12047,ZeroSchoolsError
Pflügerstraße_53_12047,ZeroSchoolsError
Pflügerstraße_55_12047,ZeroSchoolsError
Pflügerstraße_56_12047,ZeroSchoolsError
Pflügerstraße_57_12047,ZeroSchoolsError
Pflügerstraße_60_12047,ZeroSchoolsError
Pflügerstraße_61_12047,ZeroSchoolsError
Pflügerstraße_63_12047,ZeroSchoolsError
Pflügerstraße_62_12047,ZeroSchoolsError
Pflügerstraße_64_12047,ZeroSchoolsError
Pflügerstraße_65_12047,ZeroSchoolsError
Pflügerstraße_66_12047,ZeroSchoolsError
Pflügerstraße_78_12047,StreetNoError
Pilatusweg_1_12107,StreetNoError
Pinneberger Weg_9_13581,StreetNoError
Plettenberger Pfad_2_13507,StreetNoError
Potsdamer Chaussee_7_14163,StreetNoError
Presselstraße_5_12167,StreetNoError
Prinzenallee_46_13359,StreetNoError
Privatstraße_47_14089,StreetNoError
Promenadenstraße_14_12207,StreetNoError
Promenadenstraße_13_12207,StreetNoError
Promenadenstraße_12_12207,StreetNoError
Pücklerstraße_1_14195,StreetNoError
Putenweg_63_12355,StreetNoError
Rabenstraße_27_13505,StreetNoError
Rackebüller Weg_11_12305,StreetNoError
Rambowstraße_4_12359,ZeroSchoolsError
Rambowstraße_2_12359,ZeroSchoolsError
Rambowstraße_10_12359,ZeroSchoolsError
Rambowstraße_8_12359,ZeroSchoolsError
Rambowstraße_6_12359,ZeroSchoolsError
Rambowstraße_16_12359,ZeroSchoolsError
Rambowstraße_12_12359,ZeroSchoolsError
Rambowstraße_14_12359,ZeroSchoolsError
Rambowstraße_18_12359,ZeroSchoolsError
Rambowstraße_20_12359,ZeroSchoolsError
Rambowstraße_28_12359,ZeroSchoolsError
Rambowstraße_26_12359,ZeroSchoolsError
Rambowstraße_22_12359,ZeroSchoolsError
Rambowstraße_32_12359,ZeroSchoolsError
Rambowstraße_36_12359,ZeroSchoolsError
Rambowstraße_38_12359,ZeroSchoolsError
Rambowstraße_34_12359,ZeroSchoolsError
Rambowstraße_30_12359,ZeroSchoolsError
Rambowstraße_40_12359,ZeroSchoolsError
Rambowstraße_42_12359,ZeroSchoolsError
Rambowstraße_44_12359,ZeroSchoolsError
Rambowstraße_46_12359,ZeroSchoolsError
Rathausstraße_53_12105,StreetNoError
Rathausstraße_55_12105,StreetNoError
Rathenower Straße_1_12305,StreetNoError
Rathenower Straße_79_10559,StreetNoError
Ratiborstraße_14_10999,StreetNoError
Rauchstraße_42_13587,StreetNoError
Regensburger Straße_12_10777,StreetNoError
Regensburger Straße_16_12309,StreetNoError
Regerstraße_2_14193,StreetNoError
Reichenberger Straße_113_10999,StreetNoError
Reichensteiner Weg_35_14195,StreetNoError
Reuterstraße_29_12047,ZeroSchoolsError
Reuterstraße_28_12047,ZeroSchoolsError
Reuterstraße_27_12047,ZeroSchoolsError
Reuterstraße_30_12047,ZeroSchoolsError
Reuterstraße_31_12047,ZeroSchoolsError
Reuterstraße_32_12047,ZeroSchoolsError
Reuterstraße_33_12047,ZeroSchoolsError
Reuterstraße_34_12047,ZeroSchoolsError
Reuterstraße_35_12047,ZeroSchoolsError
Reuterstraße_36_12047,ZeroSchoolsError
Reuterstraße_37_12047,ZeroSchoolsError
Reuterstraße_38_12047,ZeroSchoolsError
Reuterstraße_39_12047,ZeroSchoolsError
Reuterstraße_40_12047,ZeroSchoolsError
Reuterstraße_42_12047,ZeroSchoolsError
Reuterstraße_43_12047,ZeroSchoolsError
Reuterstraße_45_12047,ZeroSchoolsError
Reuterstraße_46_12047,ZeroSchoolsError
Reuterstraße_47_12047,ZeroSchoolsError
Reuterstraße_48_12047,ZeroSchoolsError
Reuterstraße_49_12047,ZeroSchoolsError
Reuterstraße_50_12047,ZeroSchoolsError
Reuterstraße_52_12047,ZeroSchoolsError
Reuterstraße_53_12047,ZeroSchoolsError
Reuterstraße_51_12047,ZeroSchoolsError
Reuterstraße_54_12047,ZeroSchoolsError
Reuterstraße_55_12047,ZeroSchoolsError
Reuterstraße_57_12047,ZeroSchoolsError
Reuterstraße_58_12047,ZeroSchoolsError
Reuterstraße_59_12047,ZeroSchoolsError
Reuterstraße_60_12047,ZeroSchoolsError
Reuterstraße_61_12047,ZeroSchoolsError
Reuterstraße_62_12047,ZeroSchoolsError
Reuterstraße_63_12047,ZeroSchoolsError
Reuterstraße_64_12047,ZeroSchoolsError
Ringbahnstraße_107_12103,StreetNoError
Ringstraße_20_12203,StreetNoError
Ringstraße_47_12205,StreetNoError
Ritterfelddamm_29_14089,StreetNoError
Ritterspornweg_24_12357,StreetNoError
Roedernallee_73_13437,StreetNoError
Rohlfsstraße_2_14195,StreetNoError
Rollbergstraße_1_12053,ZeroSchoolsError
Rollbergstraße_5_12053,ZeroSchoolsError
Rollbergstraße_3_12053,ZeroSchoolsError
Rollbergstraße_7_12053,ZeroSchoolsError
Rollbergstraße_9_12053,ZeroSchoolsError
Rollbergstraße_10_12053,ZeroSchoolsError
Rollbergstraße_20_12053,ZeroSchoolsError
Rollbergstraße_21_12053,ZeroSchoolsError
Rollbergstraße_23_12053,ZeroSchoolsError
Rollbergstraße_22_12053,ZeroSchoolsError
Rollbergstraße_24_12053,ZeroSchoolsError
Rollbergstraße_27_12053,ZeroSchoolsError
Rollbergstraße_29_12053,ZeroSchoolsError
Rollbergstraße_25_12053,ZeroSchoolsError
Rollbergstraße_35_12053,ZeroSchoolsError
Rollbergstraße_39_12053,ZeroSchoolsError
Rollbergstraße_37_12053,ZeroSchoolsError
Rollbergstraße_63_12053,ZeroSchoolsError
Rollbergstraße_73_12053,ZeroSchoolsError
Rollbergstraße_72_12053,ZeroSchoolsError
Rollbergstraße_77_12053,ZeroSchoolsError
Rollbergstraße_79_12053,ZeroSchoolsError
Roscherstraße_2_10629,StreetNoError
Rudower Straße_172_12351,ZeroSchoolsError
Rudower Straße_176_12351,ZeroSchoolsError
Rudower Straße_178_12351,ZeroSchoolsError
Rudower Straße_180_12351,ZeroSchoolsError
Rudower Straße_182_12351,ZeroSchoolsError
Rudower Straße_184_12351,ZeroSchoolsError
Rudower Straße_186_12351,ZeroSchoolsError
Rudower Straße_188_12351,ZeroSchoolsError
Rudower Straße_192_12351,ZeroSchoolsError
Rudower Straße_194_12351,ZeroSchoolsError
Rudower Straße_196_12351,ZeroSchoolsError
Rudower Straße_198_12351,ZeroSchoolsError
Rudower Straße_200_12351,ZeroSchoolsError
Rudower Straße_190_12351,ZeroSchoolsError
Ruhrstraße_7_10709,StreetNoError
Ruhrstraße_13_10709,StreetNoError
Ruhrstraße_12_10709,StreetNoError
Rundhofer Pfad_2_13503,StreetNoError
Rungiusstraße_91_12347,StreetNoError
Saalmannstraße_2_13403,ZeroSchoolsError
Saarstraße_11_12161,StreetNoError
Alt-Rudow_39_12357,StreetNoError
Säntisstraße_138_12277,StreetNoError
Sakrower Kirchweg_30_14089,StreetNoError
Sakrower Kirchweg_89_14089,StreetNoError
Sakrower Landstraße_57_14089,StreetNoError
Salbeiweg_1_12357,StreetNoError
Salbeiweg_21_12357,StreetNoError
Salzbrunner Straße_46_14193,ZeroSchoolsError
Sandhauser Straße_50_13505,StreetNoError
Sandsteinweg_17_12349,StreetNoError
Sandsteinweg_18_12349,StreetNoError
Sandsteinweg_19_12349,StreetNoError
Sandsteinweg_20_12349,StreetNoError
Sandsteinweg_21_12349,StreetNoError
Sandsteinweg_22_12349,StreetNoError
Sandsteinweg_23_12349,StreetNoError
Sandsteinweg_25_12349,StreetNoError
Sandsteinweg_24_12349,StreetNoError
Schäferstraße_33_14109,StreetNoError
Scharfe Lanke_133_13595,StreetNoError
